titulo,descripcion,categoria,latitud,longitud,fecha
"Incendio en Gualeguaychú, Entre Ríos: bomberos trabajan en el lugar","Se reporta un incendio en un barrio residencial. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo. Si tenés info actualizada, comentá para ayudar a otros.",Incendio,-33.025533,-58.520302,1/17/2025
"Incendio en General Roca, Río Negro: bomberos trabajan en el lugar","Se reporta un incendio en la zona céntrica. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo. Si tenés info actualizada, comentá para ayudar a otros.",Incendio,-39.028308,-67.55749,1/16/2025
"Atención: aumento de consultas respiratorias en Presidencia Roque Sáenz Peña, Chaco",Vecinos informan alta demanda en guardias en inmediaciones de una escuela. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes.,Salud,-26.81482,-60.430553,9/26/2025
"Tormenta con granizo en San Nicolás, Buenos Aires: daños en vehículos","Vecinos reportan caída de granizo en un puente/viaducto. Se registran daños menores y demoras. Se recomienda resguardarse y conducir a baja velocidad. Si tenés info actualizada, comentá para ayudar a otros. (esta tarde).",Granizo,-33.362506,-60.196566,7/27/2024
"Nevada en Trelew, Chubut: rutas con baja adherencia","Se registran (al mediodía) nevadas en un puente/viaducto. Puede haber hielo en calzada y reducción de visibilidad. Portar cadenas y consultar el estado de rutas antes de viajar. Se aconseja manejar con cadenas y luces bajas. Si tenés info actualizada, comentá para ayudar a otros.",Nevada,-43.277012,-65.305362,5/10/2025
"Corte parcial por protesta en Paraná, Entre Ríos","Vecinos informan una manifestación en un corredor comercial. Hay cortes parciales/total de calzada y demoras. Se recomienda usar vías alternativas. Si tenés info actualizada, comentá para ayudar a otros.",Protesta,-31.735016,-60.523634,10/4/2024
"Derrame de combustible en Luján, Buenos Aires: calzada resbaladiza","Se reporta un derrame de combustible en la zona céntrica. Personal trabaja en la limpieza. Circular con extrema precaución y mantener distancia. Si tenés info actualizada, comentá para ayudar a otros.",Derrame,-34.578869,-59.110113,1/7/2025
"Derrame de combustible en Campana, Buenos Aires: calzada resbaladiza",Se reporta un derrame de combustible sobre un acceso principal. Personal trabaja en la limpieza. Circular con extrema precaución y mantener distancia.,Derrame,-34.181206,-58.982388,4/2/2024
"Sismo percibido en Tilcara, Jujuy: sin daños reportados","Usuarios reportan un temblor cerca de una estación de servicio. Por el momento no se informan daños. Mantener la calma y seguir recomendaciones de Defensa Civil. Se recomienda revisar instalaciones de gas y electricidad. Si tenés info actualizada, comentá para ayudar a otros. (al mediodía).",Sismo,-23.56966,-65.371212,4/1/2024
"Demoras en transporte en Puerto Iguazú, Misiones","Usuarios informan (en las últimas horas) demoras y cancelaciones cerca de una estación de servicio. Se recomienda consultar estados oficiales y prever tiempos extra. Si tenés info actualizada, comentá para ayudar a otros.",Transporte,-25.618793,-54.599574,1/27/2025
"Corte de luz en San Isidro, Buenos Aires: cuadrillas revisan la red",Se registran interrupciones del servicio eléctrico en la zona céntrica. La empresa distribuidora indicó tareas de reparación. Se sugiere desconectar artefactos sensibles.,Corte de energía,-34.497598,-58.50303,2/1/2025
"Corte parcial por protesta en San Salvador de Jujuy, Jujuy",Vecinos informan una manifestación sobre un acceso principal. Hay cortes parciales/total de calzada y demoras. Se recomienda usar vías alternativas.,Protesta,-24.204033,-65.301123,8/1/2025
"Demoras en transporte en San Francisco, Córdoba","Usuarios informan (al mediodía) demoras y cancelaciones cerca de una estación de servicio. Se recomienda consultar estados oficiales y prever tiempos extra. Si tenés info actualizada, comentá para ayudar a otros.",Transporte,-31.399658,-62.063761,7/16/2024
"Atención: aumento de consultas respiratorias en San Nicolás, Buenos Aires","Vecinos informan alta demanda en guardias en un puente/viaducto. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes. Si tenés info actualizada, comentá para ayudar a otros.",Salud,-33.331797,-60.202877,11/9/2024
"Demoras en transporte en Luján, Buenos Aires","Usuarios informan demoras y cancelaciones sobre un acceso principal. Se recomienda consultar estados oficiales y prever tiempos extra. Si tenés info actualizada, comentá para ayudar a otros.",Transporte,-34.573493,-59.108799,1/24/2024
"Ráfagas fuertes en San Clemente del Tuyú, Buenos Aires: caída de ramas y carteles","Se reportan ráfagas intensas sobre un acceso principal. Hay ramas caídas y reducción de visibilidad en algunos tramos. Evitar circular bajo árboles y estructuras inestables. Si tenés info actualizada, comentá para ayudar a otros.",Vientos fuertes,-36.337762,-56.702907,4/29/2025
"Choque en Villa Carlos Paz, Córdoba: tránsito reducido","Testigos informan (esta noche) un accidente de tránsito en un puente/viaducto. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar. Si tenés info actualizada, comentá para ayudar a otros.",Accidente vial,-31.422739,-64.488374,2/11/2024
"Derrame de combustible en Rosario, Santa Fe: calzada resbaladiza","Se reporta un derrame de combustible en un corredor comercial. Personal trabaja en la limpieza. Circular con extrema precaución y mantener distancia. Si tenés info actualizada, comentá para ayudar a otros.",Derrame,-32.920508,-60.641335,5/19/2024
"Choque en Corrientes, Corrientes: tránsito reducido",Testigos informan un accidente de tránsito cerca de una estación de servicio. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar.,Accidente vial,-27.441802,-58.805638,6/18/2024
"Derrame de combustible en Villa Carlos Paz, Córdoba: calzada resbaladiza",Se reporta (en las últimas horas) un derrame de combustible en un área industrial. Personal trabaja en la limpieza. Circular con extrema precaución y mantener distancia.,Derrame,-31.4365,-64.478862,5/27/2024
"Calles anegadas en Pinamar, Buenos Aires tras lluvias intensas","Vecinos informan anegamientos y acumulación de agua en un área industrial. Hay demoras en el tránsito y se solicita circular con precaución. Si tenés info actualizada, comentá para ayudar a otros.",Inundación,-37.118855,-56.88979,7/5/2024
"Derrame de combustible en Rafaela, Santa Fe: calzada resbaladiza","Se reporta un derrame de combustible en la salida hacia la ruta. Personal trabaja en la limpieza. Circular con extrema precaución y mantener distancia. Si tenés info actualizada, comentá para ayudar a otros.",Derrame,-31.275695,-61.489157,10/13/2025
"Demoras en transporte en Presidencia Roque Sáenz Peña, Chaco",Usuarios informan demoras y cancelaciones en un corredor comercial. Se recomienda consultar estados oficiales y prever tiempos extra.,Transporte,-26.808923,-60.409223,10/6/2025
"Altas temperaturas en Puerto Iguazú, Misiones: alertan por golpe de calor","Se reportan temperaturas elevadas en la salida hacia la ruta. Recomiendan hidratarse, evitar exposición al sol en horas pico y prestar atención a niños y adultos mayores. Protección Civil recomienda evitar actividad física al aire libre por la tarde.",Ola de calor,-25.607485,-54.557722,3/28/2025
"Choque en Pergamino, Buenos Aires: tránsito reducido","Testigos informan un accidente de tránsito en un corredor comercial. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar. Si tenés info actualizada, comentá para ayudar a otros.",Accidente vial,-33.864957,-60.568448,11/10/2025
"Incendio en Ciudad Autónoma de Buenos Aires, CABA: bomberos trabajan en el lugar","Se reporta un incendio sobre un acceso principal. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo. Si tenés info actualizada, comentá para ayudar a otros.",Incendio,-34.607766,-58.380839,2/18/2024
"Deslizamiento de ladera en General Roca, Río Negro: precaución en accesos","Se reporta (esta tarde) un deslizamiento de tierra/rocas en la zona céntrica. Puede haber calzada parcial o totalmente obstruida. Evitar transitar la zona hasta nuevo aviso. Si tenés info actualizada, comentá para ayudar a otros.",Deslizamiento,-39.045076,-67.581915,6/30/2025
"Altas temperaturas en Termas de Río Hondo, Santiago del Estero: alertan por golpe de calor","Se reportan temperaturas elevadas en un área industrial. Recomiendan hidratarse, evitar exposición al sol en horas pico y prestar atención a niños y adultos mayores. Protección Civil recomienda evitar actividad física al aire libre por la tarde. Si tenés info actualizada, comentá para ayudar a otros.",Ola de calor,-27.473792,-64.879483,1/15/2024
"Sismo percibido en Salta, Salta: sin daños reportados","Usuarios reportan un temblor en un barrio residencial. Por el momento no se informan daños. Mantener la calma y seguir recomendaciones de Defensa Civil. Se recomienda revisar instalaciones de gas y electricidad. Si tenés info actualizada, comentá para ayudar a otros. (esta tarde).",Sismo,-24.787983,-65.437346,1/12/2024
"Atención: aumento de consultas respiratorias en San Martín (Mza), Mendoza","Vecinos informan alta demanda en guardias en un área industrial. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes. Si tenés info actualizada, comentá para ayudar a otros.",Salud,-33.066989,-68.48509,1/1/2024
"Incendio en Malargüe, Mendoza: bomberos trabajan en el lugar","Se reporta (esta mañana) un incendio en la salida hacia la ruta. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo. Si tenés info actualizada, comentá para ayudar a otros.",Incendio,-35.504759,-69.581245,7/20/2024
"Corte parcial por protesta en Mendoza, Mendoza",Vecinos informan una manifestación en un área industrial. Hay cortes parciales/total de calzada y demoras. Se recomienda usar vías alternativas.,Protesta,-32.894585,-68.839009,6/4/2025
"Atención: aumento de consultas respiratorias en San Isidro, Buenos Aires",Vecinos informan alta demanda en guardias en la zona céntrica. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes.,Salud,-34.472124,-58.526296,1/19/2025
"Calles anegadas en Gualeguaychú, Entre Ríos tras lluvias intensas","Vecinos informan anegamientos y acumulación de agua cerca de un parque/plaza. Hay demoras en el tránsito y se solicita circular con precaución. Algunos desagües se vieron superados por la intensidad de la lluvia. Si tenés info actualizada, comentá para ayudar a otros.",Inundación,-33.023714,-58.508559,5/6/2024
"Choque en Pergamino, Buenos Aires: tránsito reducido",Testigos informan un accidente de tránsito en un corredor comercial. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar.,Accidente vial,-33.868963,-60.545286,10/29/2024
"Demoras en transporte en Rosario, Santa Fe","Usuarios informan demoras y cancelaciones en la zona céntrica. Se recomienda consultar estados oficiales y prever tiempos extra. Si tenés info actualizada, comentá para ayudar a otros.",Transporte,-32.923697,-60.668333,6/12/2024
"Sismo percibido en San Juan, San Juan: sin daños reportados",Usuarios reportan un temblor en un puente/viaducto. Por el momento no se informan daños. Mantener la calma y seguir recomendaciones de Defensa Civil. En la región suele registrarse actividad sísmica moderada.,Sismo,-31.516384,-68.511099,11/12/2025
"Ráfagas fuertes en Necochea, Buenos Aires: caída de ramas y carteles",Se reportan ráfagas intensas en un corredor comercial. Hay ramas caídas y reducción de visibilidad en algunos tramos. Evitar circular bajo árboles y estructuras inestables.,Vientos fuertes,-38.548767,-58.722523,8/7/2025
"Nevada en Neuquén, Neuquén: rutas con baja adherencia",Se registran nevadas en un área industrial. Puede haber hielo en calzada y reducción de visibilidad. Portar cadenas y consultar el estado de rutas antes de viajar. Se aconseja manejar con cadenas y luces bajas.,Nevada,-38.971307,-68.087125,4/24/2024
"Altas temperaturas en San Salvador de Jujuy, Jujuy: alertan por golpe de calor","Se reportan (al mediodía) temperaturas elevadas cerca de una estación de servicio. Recomiendan hidratarse, evitar exposición al sol en horas pico y prestar atención a niños y adultos mayores. Protección Civil recomienda evitar actividad física al aire libre por la tarde.",Ola de calor,-24.174242,-65.291467,3/10/2024
"Atención: aumento de consultas respiratorias en Villa Carlos Paz, Córdoba","Vecinos informan alta demanda en guardias en un puente/viaducto. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes. Si tenés info actualizada, comentá para ayudar a otros.",Salud,-31.420966,-64.48795,1/28/2025
"Incendio forestal cerca de San Luis, San Luis: humo visible","Se reporta un foco de incendio en vegetación en un barrio residencial. Brigadistas trabajan para contenerlo. No acercarse a la zona y reportar nuevos focos. Si tenés info actualizada, comentá para ayudar a otros.",Incendio forestal,-33.277033,-66.322575,3/30/2024
